Latitude (decimal degrees):	49.915
Longitude (decimal degrees):	21.866
Elevation (m):	230
Radiation database:	PVGIS-SARAH2


Slope: 30 deg. 
Azimuth: -90 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190628:0110,0.0,0.0,0.0,16.29,3.52,0.0
20190628:0210,0.0,0.0,0.0,15.58,3.38,0.0
20190628:0310,31.39,52.65,5.1,15.02,3.24,0.0
20190628:0410,29.34,50.14,13.82,15.09,2.9,0.0
20190628:0510,97.76,132.84,23.15,15.43,3.79,0.0
20190628:0610,545.98,664.72,32.78,16.02,3.93,0.0
20190628:0710,714.01,887.69,42.32,16.78,3.86,0.0
20190628:0810,753.38,946.82,51.25,17.75,3.86,0.0
20190628:0910,690.68,868.36,58.65,18.79,3.86,0.0
20190628:1010,589.12,733.44,62.93,19.92,5.1,0.0
20190628:1110,463.47,577.81,62.49,20.23,5.1,0.0
20190628:1210,413.0,518.68,57.51,20.26,4.41,0.0
20190628:1310,291.57,370.15,49.75,20.22,4.41,0.0
20190628:1410,233.28,303.08,40.66,20.17,4.07,0.0
20190628:1510,125.8,175.26,31.07,20.27,3.72,0.0
20190628:1610,101.45,140.28,21.47,20.1,3.24,0.0
20190628:1710,51.05,78.74,12.22,19.59,2.55,0.0
20190628:1810,5.7,17.2,3.64,18.84,2.21,0.0
20190628:1910,0.0,0.0,0.0,18.32,2.14,0.0
20190628:2010,0.0,0.0,0.0,17.65,2.07,0.0
20190628:2110,0.0,0.0,0.0,17.05,2.14,0.0
20190628:2210,0.0,0.0,0.0,16.32,2.41,0.0
20190628:2310,0.0,0.0,0.0,16.07,2.62,0.0
20190629:0010,0.0,0.0,0.0,15.63,2.69,0.0
20190629:0110,0.0,0.0,0.0,15.1,2.76,0.0
20190629:0210,0.0,0.0,0.0,14.42,2.83,0.0
20190629:0310,19.33,36.7,5.03,13.8,2.76,0.0
20190629:0410,370.2,446.29,13.75,13.75,2.55,0.0
20190629:0510,543.65,662.88,23.09,14.71,2.48,0.0
20190629:0610,652.86,808.12,32.71,16.04,2.97,0.0
20190629:0710,721.9,912.85,42.25,17.5,2.76,0.0
20190629:0810,741.21,943.39,51.18,18.83,3.1,0.0
20190629:0910,714.05,906.23,58.58,20.08,3.66,0.0
20190629:1010,531.2,667.08,62.88,21.58,4.76,0.0
20190629:1110,516.58,651.0,62.45,22.09,4.48,0.0
20190629:1210,456.81,580.5,57.49,22.44,3.79,0.0
20190629:1310,315.16,416.62,49.74,22.65,3.24,0.0
20190629:1410,160.76,248.57,40.65,23.46,3.52,0.0
20190629:1510,47.65,87.4,31.06,23.97,3.17,0.0
20190629:1610,62.21,94.13,21.47,23.56,2.21,0.0
20190629:1710,45.21,72.41,12.21,22.77,1.72,0.0
20190629:1810,6.15,18.1,3.63,21.2,1.45,0.0
20190629:1910,0.0,0.0,0.0,19.3,1.72,0.0
20190629:2010,0.0,0.0,0.0,17.91,1.93,0.0
20190629:2110,0.0,0.0,0.0,16.87,2.07,0.0
20190629:2210,0.0,0.0,0.0,16.21,2.07,0.0
20190629:2310,0.0,0.0,0.0,15.95,2.34,0.0
20190630:0010,0.0,0.0,0.0,15.84,2.48,0.0
20190630:0110,0.0,0.0,0.0,15.76,2.48,0.0
20190630:0210,0.0,0.0,0.0,15.73,2.62,0.0
20190630:0310,4.59,15.14,4.96,15.84,2.69,0.0
20190630:0410,257.77,318.4,13.68,16.7,2.62,0.0
20190630:0510,473.18,586.12,23.01,18.63,2.41,0.0
20190630:0610,609.3,771.53,32.64,20.92,2.83,0.0
20190630:0710,709.21,916.87,42.18,22.93,3.17,0.0
20190630:0810,718.14,936.22,51.11,24.57,3.45,0.0
20190630:0910,708.54,927.01,58.51,25.94,3.66,0.0
20190630:1010,656.2,856.35,62.82,27.02,3.79,0.0
20190630:1110,578.88,751.83,62.4,27.82,3.93,0.0
20190630:1210,450.87,589.14,57.46,28.42,4.0,0.0
20190630:1310,301.22,413.52,49.72,28.88,3.86,0.0
20190630:1410,140.46,234.7,40.64,29.17,3.59,0.0
20190630:1510,43.68,84.09,31.06,29.22,3.1,0.0
20190630:1610,62.69,96.84,21.46,28.77,2.14,0.0
20190630:1710,46.15,75.12,12.2,27.75,1.93,0.0
20190630:1810,5.45,17.2,3.61,25.98,2.48,0.0
20190630:1910,0.0,0.0,0.0,24.4,4.0,0.0
20190630:2010,0.0,0.0,0.0,24.05,4.34,0.0
20190630:2110,0.0,0.0,0.0,23.65,4.34,0.0
20190630:2210,0.0,0.0,0.0,23.03,4.21,0.0
20190630:2310,0.0,0.0,0.0,22.27,3.86,0.0
20190701:0010,0.0,0.0,0.0,21.5,3.72,0.0
20190701:0110,0.0,0.0,0.0,20.91,3.72,0.0
20190701:0210,0.0,0.0,0.0,20.44,3.79,0.0
20190701:0310,12.85,28.39,4.88,20.11,3.86,0.0
20190701:0410,319.84,396.03,13.6,20.3,3.93,0.0
20190701:0510,526.95,656.04,22.94,21.38,3.79,0.0
20190701:0610,633.91,801.42,32.56,22.91,4.21,0.0
20190701:0710,706.55,907.22,42.1,24.88,4.69,0.0
20190701:0810,723.83,939.71,51.04,26.31,4.69,0.0
20190701:0910,707.14,923.36,58.44,27.61,4.62,0.0
20190701:1010,644.52,840.97,62.75,28.75,4.69,0.0
20190701:1110,564.04,734.52,62.35,29.75,4.83,0.0
20190701:1210,443.13,582.08,57.43,30.6,4.97,0.0
20190701:1310,298.27,411.82,49.7,31.14,4.62,0.0
20190701:1410,146.12,240.6,40.63,31.54,3.66,0.0
20190701:1510,33.25,70.79,31.04,28.39,3.1,0.0
20190701:1610,78.03,114.94,21.44,26.1,2.9,0.0
20190701:1710,48.25,76.93,12.18,25.05,2.76,0.0
20190701:1810,3.99,14.48,3.58,24.11,2.76,0.0
20190701:1910,0.0,0.0,0.0,25.21,2.97,0.0
20190701:2010,0.0,0.0,0.0,24.6,2.97,0.0
20190701:2110,0.0,0.0,0.0,23.73,2.14,0.0
20190701:2210,0.0,0.0,0.0,21.96,1.86,0.0
20190701:2310,0.0,0.0,0.0,20.86,1.86,0.0
20190702:0010,0.0,0.0,0.0,20.45,1.72,0.0
20190702:0110,0.0,0.0,0.0,19.84,1.59,0.0
20190702:0210,0.0,0.0,0.0,19.17,1.38,0.0
20190702:0310,0.0,3.78,4.8,18.8,1.79,0.0
20190702:0410,3.95,14.19,13.52,19.24,1.52,0.0
20190702:0510,17.44,35.0,22.86,19.95,1.79,0.0
20190702:0610,85.86,122.03,32.48,20.86,2.34,0.0
20190702:0710,363.42,455.98,42.02,21.66,4.0,0.0
20190702:0810,427.66,539.57,50.95,22.48,3.93,0.0
20190702:0910,506.03,643.87,58.35,23.33,3.79,0.0
20190702:1010,406.22,519.86,62.67,24.1,3.59,0.0
20190702:1110,559.49,714.69,62.29,24.31,3.79,0.0
20190702:1210,405.4,520.3,57.39,24.55,4.14,0.0
20190702:1310,311.94,408.37,49.67,25.06,4.0,0.0
20190702:1410,201.81,268.4,40.61,25.3,3.79,0.0
20190702:1510,92.21,139.29,31.02,24.96,3.72,0.0
20190702:1610,64.9,97.75,21.42,24.51,3.45,0.0
20190702:1710,45.06,72.41,12.16,23.71,3.17,0.0
20190702:1810,5.05,16.29,3.55,22.25,2.83,0.0
20190702:1910,0.0,0.0,0.0,21.03,2.76,0.0
20190702:2010,0.0,0.0,0.0,20.0,2.76,0.0
20190702:2110,0.0,0.0,0.0,18.77,2.14,0.0
20190702:2210,0.0,0.0,0.0,17.23,1.66,0.0
20190702:2310,0.0,0.0,0.0,15.78,1.72,0.0
20190703:0010,0.0,0.0,0.0,15.03,1.72,0.0
20190703:0110,0.0,0.0,0.0,14.53,1.72,0.0
20190703:0210,0.0,0.0,0.0,14.15,1.86,0.0
20190703:0310,0.0,5.68,4.71,14.2,1.86,0.0
20190703:0410,350.36,428.14,13.44,15.2,1.72,0.0
20190703:0510,529.85,654.81,22.77,16.6,2.07,0.0
20190703:0610,579.77,719.37,32.4,17.41,2.83,0.0
20190703:0710,335.77,416.58,41.94,17.73,3.1,0.0
20190703:0810,572.79,714.32,50.87,18.34,3.45,0.0
20190703:0910,627.86,787.58,58.27,18.92,3.72,0.0
20190703:1010,467.43,584.13,62.59,19.54,3.93,0.0
20190703:1110,466.03,583.82,62.23,20.06,4.07,0.0
20190703:1210,407.38,513.48,57.34,20.63,4.07,0.0
20190703:1310,320.48,421.26,49.64,20.99,4.0,0.0
20190703:1410,148.57,238.23,40.58,21.23,3.86,0.0
20190703:1510,45.28,83.45,31.0,21.13,3.72,0.0
20190703:1610,55.17,84.17,21.39,20.71,3.59,0.0
20190703:1710,42.35,67.88,12.12,19.95,3.03,0.0
20190703:1810,5.7,17.2,3.52,18.68,2.55,0.0
20190703:1910,0.0,0.0,0.0,17.25,1.86,0.0
20190703:2010,0.0,0.0,0.0,15.43,1.38,0.0
20190703:2110,0.0,0.0,0.0,14.53,1.17,0.0
20190703:2210,0.0,0.0,0.0,12.98,1.45,0.0
20190703:2310,0.0,0.0,0.0,11.71,1.93,0.0
20190704:0010,0.0,0.0,0.0,11.08,1.93,0.0
20190704:0110,0.0,0.0,0.0,10.92,1.59,0.0
20190704:0210,0.0,0.0,0.0,11.44,1.24,0.0
20190704:0310,12.99,27.74,4.62,11.69,1.1,0.0
20190704:0410,368.54,446.78,13.35,11.95,0.83,0.0
20190704:0510,512.98,635.73,22.68,14.09,0.76,0.0
20190704:0610,642.03,813.48,32.31,15.85,1.24,0.0
20190704:0710,707.58,912.64,41.85,16.81,1.31,0.0
20190704:0810,661.93,845.45,50.78,17.87,1.93,0.0
20190704:0910,699.71,888.34,58.17,18.44,2.9,0.0
20190704:1010,611.43,768.37,62.5,18.84,3.31,0.0
20190704:1110,555.9,694.29,62.15,19.2,3.79,0.0
20190704:1210,440.68,553.18,57.29,19.8,4.0,0.0
20190704:1310,326.2,424.17,49.6,20.4,4.0,0.0
20190704:1410,154.45,242.4,40.55,20.81,4.07,0.0
20190704:1510,42.71,79.93,30.97,20.73,3.59,0.0
20190704:1610,58.83,88.7,21.36,20.58,3.1,0.0
20190704:1710,45.19,71.5,12.09,19.89,2.28,0.0
20190704:1810,5.71,17.2,3.47,18.54,2.21,0.0
20190704:1910,0.0,0.0,0.0,17.38,2.34,0.0
20190704:2010,0.0,0.0,0.0,16.34,2.41,0.0
20190704:2110,0.0,0.0,0.0,15.5,2.34,0.0
20190704:2210,0.0,0.0,0.0,14.67,2.28,0.0
20190704:2310,0.0,0.0,0.0,13.95,2.21,0.0
20190705:0010,0.0,0.0,0.0,13.27,2.07,0.0
20190705:0110,0.0,0.0,0.0,12.6,2.0,0.0
20190705:0210,0.0,0.0,0.0,11.99,2.0,0.0
20190705:0310,18.21,34.93,4.52,11.6,2.07,0.0
20190705:0410,214.83,264.16,13.25,12.68,1.93,0.0
20190705:0510,113.04,151.21,22.59,15.71,1.72,0.0
20190705:0610,318.81,396.94,32.22,18.16,2.14,0.0
20190705:0710,189.97,245.08,41.76,19.22,3.17,0.0
20190705:0810,652.95,826.67,50.68,20.43,3.52,0.0
20190705:0910,383.33,483.32,58.08,21.39,3.79,0.0
20190705:1010,581.54,736.57,62.41,22.19,4.07,0.0
20190705:1110,238.94,308.58,62.07,23.04,4.28,0.0
20190705:1210,278.74,357.93,57.23,23.54,4.69,0.0
20190705:1310,274.75,355.16,49.55,23.9,4.62,0.0
20190705:1410,202.51,266.21,40.51,23.46,4.83,0.0
20190705:1510,49.0,76.62,30.93,21.35,4.14,0.0
20190705:1610,92.35,129.42,21.33,20.33,3.45,0.0
20190705:1710,45.3,71.5,12.05,19.61,3.17,0.0
20190705:1810,2.67,11.77,3.43,18.5,2.62,0.0
20190705:1910,0.0,0.0,0.0,18.61,2.28,0.0
20190705:2010,0.0,0.0,0.0,17.77,2.0,0.0
20190705:2110,0.0,0.0,0.0,16.96,2.07,0.0
20190705:2210,0.0,0.0,0.0,16.3,1.93,0.0
20190705:2310,0.0,0.0,0.0,15.51,2.0,0.0
20190706:0010,0.0,0.0,0.0,14.97,2.07,0.0
20190706:0110,0.0,0.0,0.0,14.69,2.14,0.0
20190706:0210,0.0,0.0,0.0,14.56,2.14,0.0
20190706:0310,0.0,2.84,4.42,14.37,2.07,0.0
20190706:0410,4.07,14.19,13.15,14.93,2.0,0.0
20190706:0510,32.83,54.87,22.5,16.15,2.0,0.0
20190706:0610,263.12,328.25,32.12,17.27,2.55,0.0
20190706:0710,261.24,328.38,41.66,18.2,2.97,0.0
20190706:0810,705.27,896.08,50.58,19.44,3.17,0.0
20190706:0910,586.92,738.5,57.97,20.27,3.72,0.0
20190706:1010,491.93,619.9,62.3,21.1,3.72,0.0
20190706:1110,329.63,419.12,61.99,22.12,3.86,0.0
20190706:1210,315.11,403.97,57.16,22.76,3.24,0.0
20190706:1310,180.17,238.28,49.5,23.52,3.24,0.0
20190706:1410,178.03,236.81,40.46,23.92,3.03,0.0
20190706:1510,129.3,181.23,30.89,24.1,2.55,0.0
20190706:1610,83.86,121.28,21.28,23.81,1.59,0.0
20190706:1710,47.26,75.12,12.0,23.15,1.93,0.0
20190706:1810,4.55,15.39,3.37,21.82,2.41,0.0
20190706:1910,0.0,0.0,0.0,21.73,2.76,0.0
20190706:2010,0.0,0.0,0.0,20.99,2.9,0.0
20190706:2110,0.0,0.0,0.0,20.56,3.03,0.0
20190706:2210,0.0,0.0,0.0,20.27,3.31,0.0
20190706:2310,0.0,0.0,0.0,20.18,3.66,0.0
20190707:0010,0.0,0.0,0.0,20.21,3.93,0.0
20190707:0110,0.0,0.0,0.0,20.68,4.62,0.0
20190707:0210,0.0,0.0,0.0,20.11,4.21,0.0
20190707:0310,37.17,60.97,4.32,19.0,3.31,0.0
20190707:0410,69.15,99.96,13.05,18.46,2.69,0.0
20190707:0510,160.2,208.28,22.39,18.97,2.34,0.0
20190707:0610,603.95,764.47,32.02,20.3,2.48,0.0
20190707:0710,674.55,877.96,41.56,21.52,1.86,0.0
20190707:0810,703.62,918.6,50.47,22.63,2.41,0.0
20190707:0910,634.08,823.69,57.86,23.22,2.48,0.0
20190707:1010,493.21,636.64,62.2,23.9,2.48,0.0
20190707:1110,417.72,537.92,61.89,24.27,2.9,0.0
20190707:1210,301.47,387.36,57.09,22.96,3.17,0.0
20190707:1310,290.88,370.6,49.45,20.78,4.41,0.0
20190707:1410,201.31,261.08,40.41,20.05,3.86,0.0
20190707:1510,35.77,59.6,30.84,20.46,2.97,0.0
20190707:1610,82.25,117.66,21.23,21.12,3.1,0.0
20190707:1710,24.13,44.35,11.95,20.94,2.97,0.0
20190707:1810,0.0,3.62,3.31,20.15,2.69,0.0
20190707:1910,0.0,0.0,0.0,18.3,2.0,0.0
20190707:2010,0.0,0.0,0.0,17.43,2.34,0.0
20190707:2110,0.0,0.0,0.0,16.64,2.69,0.0
20190707:2210,0.0,0.0,0.0,15.99,2.97,0.0
20190707:2310,0.0,0.0,0.0,15.5,2.9,0.0
20190708:0010,0.0,0.0,0.0,15.18,2.55,0.0
20190708:0110,0.0,0.0,0.0,14.3,2.14,0.0
20190708:0210,0.0,0.0,0.0,13.65,2.14,0.0
20190708:0310,0.0,3.78,4.21,12.92,2.41,0.0
20190708:0410,314.23,378.31,12.94,13.06,2.9,0.0
20190708:0510,167.49,211.52,22.29,13.9,3.52,0.0
20190708:0610,219.73,272.5,31.92,14.54,4.55,0.0
20190708:0710,602.4,729.49,41.45,15.06,4.97,0.0
20190708:0810,603.22,734.81,50.37,15.64,4.97,0.0
20190708:0910,307.07,378.69,57.75,16.38,5.24,0.0
20190708:1010,658.68,807.55,62.08,17.25,5.66,0.0
20190708:1110,514.84,630.99,61.79,17.57,5.79,0.0
20190708:1210,317.48,393.93,57.01,17.8,5.72,0.0
20190708:1310,336.36,425.37,49.38,18.17,5.52,0.0
20190708:1410,210.46,288.69,40.36,18.2,5.31,0.0
20190708:1510,105.81,149.85,30.79,18.42,5.38,0.0
20190708:1610,58.93,87.79,21.18,18.09,4.9,0.0
20190708:1710,38.6,62.45,11.89,17.52,4.21,0.0
20190708:1810,5.24,16.29,3.24,16.61,3.72,0.0
20190708:1910,0.0,0.0,0.0,15.61,3.31,0.0
20190708:2010,0.0,0.0,0.0,14.76,2.69,0.0
20190708:2110,0.0,0.0,0.0,13.69,2.41,0.0
20190708:2210,0.0,0.0,0.0,12.92,2.41,0.0
20190708:2310,0.0,0.0,0.0,12.25,2.34,0.0
20190709:0010,0.0,0.0,0.0,11.71,2.41,0.0
20190709:0110,0.0,0.0,0.0,11.43,2.55,0.0
20190709:0210,0.0,0.0,0.0,11.52,2.62,0.0
20190709:0310,0.0,2.84,4.09,11.42,2.69,0.0
20190709:0410,264.19,318.82,12.83,11.9,2.76,0.0
20190709:0510,45.62,70.0,22.18,12.88,2.83,0.0
20190709:0610,631.18,766.7,31.81,13.9,3.59,0.0
20190709:0710,116.77,155.14,41.34,15.25,4.28,0.0
20190709:0810,240.87,300.78,50.25,16.3,4.76,0.0
20190709:0910,418.26,513.32,57.63,17.08,4.97,0.0
20190709:1010,196.72,250.68,61.96,17.71,5.03,0.0
20190709:1110,601.33,739.47,61.69,18.18,5.17,0.0
20190709:1210,424.41,526.8,56.93,18.63,5.24,0.0
20190709:1310,325.12,409.91,49.31,18.73,5.24,0.0
20190709:1410,217.07,294.66,40.3,18.41,4.97,0.0
20190709:1510,156.85,206.71,30.73,18.46,4.97,0.0
20190709:1610,107.92,146.62,21.12,18.28,4.69,0.0
20190709:1710,39.24,63.35,11.82,17.87,4.0,0.0
20190709:1810,4.69,15.39,3.17,17.14,3.45,0.0
20190709:1910,0.0,0.0,0.0,15.84,3.31,0.0
20190709:2010,0.0,0.0,0.0,15.27,3.1,0.0
20190709:2110,0.0,0.0,0.0,14.77,2.9,0.0
20190709:2210,0.0,0.0,0.0,14.14,2.83,0.0
20190709:2310,0.0,0.0,0.0,13.39,2.76,0.0
20190710:0010,0.0,0.0,0.0,12.85,2.83,0.0
20190710:0110,0.0,0.0,0.0,12.51,2.9,0.0
20190710:0210,0.0,0.0,0.0,12.51,3.17,0.0
20190710:0310,0.0,2.84,3.98,12.33,3.45,0.0
20190710:0410,4.14,14.19,12.72,12.43,3.59,0.0
20190710:0510,28.97,49.19,22.07,12.73,3.59,0.0
20190710:0610,73.15,103.11,31.7,13.4,3.66,0.0
20190710:0710,404.69,486.77,41.23,14.53,5.52,0.0
20190710:0810,656.59,799.83,50.13,15.21,4.97,0.0
20190710:0910,618.52,754.82,57.51,15.67,4.97,0.0
20190710:1010,317.64,391.48,61.84,16.24,5.03,0.0
20190710:1110,135.06,177.84,61.57,17.41,5.38,0.0
20190710:1210,81.96,115.41,56.83,17.81,5.24,0.0
20190710:1310,97.25,133.38,49.24,17.57,5.93,0.0
20190710:1410,67.74,97.44,40.23,15.57,5.31,0.0
20190710:1510,59.81,87.98,30.67,15.61,4.55,0.0
20190710:1610,106.1,143.0,21.05,16.08,5.45,0.0
20190710:1710,32.48,54.3,11.75,15.95,4.69,0.0
20190710:1810,1.81,9.96,3.09,15.46,4.07,0.0
20190710:1910,0.0,0.0,0.0,13.47,3.66,0.0
20190710:2010,0.0,0.0,0.0,13.16,3.52,0.0
20190710:2110,0.0,0.0,0.0,12.9,3.59,0.0
20190710:2210,0.0,0.0,0.0,12.31,3.38,0.0
20190710:2310,0.0,0.0,0.0,12.07,3.17,0.0
20190711:0010,0.0,0.0,0.0,11.81,3.03,0.0
20190711:0110,0.0,0.0,0.0,11.52,2.97,0.0
20190711:0210,0.0,0.0,0.0,11.23,2.97,0.0
20190711:0310,0.0,2.84,3.85,11.13,2.9,0.0
20190711:0410,4.16,14.19,12.6,11.56,2.97,0.0
20190711:0510,18.89,35.95,21.95,12.28,2.9,0.0
20190711:0610,49.5,74.73,31.58,12.99,3.24,0.0
20190711:0710,241.75,298.37,41.11,13.1,2.97,0.0
20190711:0810,375.21,455.89,50.01,13.57,3.45,0.0
20190711:0910,123.45,162.71,57.38,14.65,3.52,0.0
20190711:1010,582.49,718.51,61.71,15.21,3.17,0.0
20190711:1110,437.61,538.2,61.46,15.74,3.66,0.0
20190711:1210,461.76,571.74,56.73,16.28,3.38,0.0
20190711:1310,204.62,259.89,49.16,16.75,3.59,0.0
20190711:1410,151.06,196.94,40.16,17.04,3.66,0.0
20190711:1510,156.23,203.61,30.6,17.22,3.72,0.0
20190711:1610,99.07,135.76,20.98,17.3,3.45,0.0
20190711:1710,39.39,63.35,11.68,16.88,2.55,0.0
20190711:1810,4.2,14.48,3.01,16.03,1.93,0.0
20190711:1910,0.0,0.0,0.0,15.13,1.66,0.0
20190711:2010,0.0,0.0,0.0,13.83,1.52,0.0
20190711:2110,0.0,0.0,0.0,12.64,1.79,0.0
20190711:2210,0.0,0.0,0.0,11.47,1.86,0.0
20190711:2310,0.0,0.0,0.0,10.78,2.0,0.0
20190712:0010,0.0,0.0,0.0,10.21,2.0,0.0
20190712:0110,0.0,0.0,0.0,9.9,2.07,0.0
20190712:0210,0.0,0.0,0.0,9.55,2.14,0.0
20190712:0310,3.14,12.3,3.73,9.25,2.07,0.0
20190712:0410,156.85,196.05,12.48,10.21,1.79,0.0
20190712:0510,435.66,528.72,21.84,13.29,1.59,0.0
20190712:0610,526.83,651.22,31.46,15.46,1.79,0.0
20190712:0710,622.91,785.44,40.99,17.5,2.14,0.0
20190712:0810,724.59,926.73,49.89,18.74,2.62,0.0
20190712:0910,700.67,898.64,57.24,19.56,2.55,0.0
20190712:1010,471.85,598.11,61.57,20.19,2.41,0.0
20190712:1110,516.43,658.06,61.33,20.82,2.34,0.0
20190712:1210,312.0,399.38,56.63,21.13,2.14,0.0
20190712:1310,310.21,414.06,49.07,21.63,1.93,0.0
20190712:1410,169.01,255.37,40.08,21.68,1.52,0.0
20190712:1510,106.28,151.52,30.52,21.5,1.1,0.0
20190712:1610,96.56,135.76,20.91,21.46,1.03,0.0
20190712:1710,44.94,71.5,11.59,20.7,1.17,0.0
20190712:1810,3.62,13.58,2.92,19.17,1.93,0.0
20190712:1910,0.0,0.0,0.0,17.53,2.48,0.0
20190712:2010,0.0,0.0,0.0,16.55,2.55,0.0
20190712:2110,0.0,0.0,0.0,15.95,2.48,0.0
20190712:2210,0.0,0.0,0.0,14.99,2.28,0.0
20190712:2310,0.0,0.0,0.0,14.02,2.07,0.0
20190713:0010,0.0,0.0,0.0,13.2,2.0,0.0
20190713:0110,0.0,0.0,0.0,12.48,1.93,0.0
20190713:0210,0.0,0.0,0.0,11.91,1.86,0.0
20190713:0310,0.0,2.84,3.6,11.59,1.79,0.0
20190713:0410,8.23,20.81,12.35,12.32,1.45,0.0
20190713:0510,26.47,46.35,21.71,14.44,1.17,0.0
20190713:0610,112.27,151.36,31.34,16.42,1.38,0.0
20190713:0710,187.88,241.42,40.87,17.98,2.9,0.0
20190713:0810,208.57,267.47,49.75,19.11,3.1,0.0
20190713:0910,304.41,385.84,57.1,20.25,2.76,0.0
20190713:1010,444.85,565.89,61.42,21.03,2.34,0.0
20190713:1110,504.61,647.49,61.2,21.84,2.07,0.0
20190713:1210,99.21,139.06,56.52,22.1,2.0,0.0
20190713:1310,109.39,151.36,48.97,21.59,1.38,0.0
20190713:1410,100.78,140.95,40.0,21.27,0.62,0.0
20190713:1510,19.97,38.79,30.44,21.52,0.97,0.0
20190713:1610,22.74,42.54,20.82,21.04,0.76,0.0
20190713:1710,11.34,26.25,11.51,20.58,0.62,0.0
20190713:1810,0.0,2.72,2.82,19.41,0.97,0.0
20190713:1910,0.0,0.0,0.0,16.19,1.45,0.0
20190713:2010,0.0,0.0,0.0,15.53,1.45,0.0
20190713:2110,0.0,0.0,0.0,14.64,1.52,0.0
20190713:2210,0.0,0.0,0.0,14.0,1.38,0.0
20190713:2310,0.0,0.0,0.0,13.21,1.1,0.0
20190714:0010,0.0,0.0,0.0,12.82,1.17,0.0
20190714:0110,0.0,0.0,0.0,12.21,1.52,0.0
20190714:0210,0.0,0.0,0.0,12.24,1.45,0.0
20190714:0310,0.0,1.89,3.46,12.49,1.45,0.0
20190714:0410,3.58,13.24,12.22,13.2,1.24,0.0
20190714:0510,14.58,30.27,21.59,14.1,1.31,0.0
20190714:0610,102.19,138.11,31.22,14.24,1.52,0.0
20190714:0710,120.09,159.87,40.74,14.97,1.03,0.0
20190714:0810,275.84,346.28,49.62,15.64,1.03,0.0
20190714:0910,606.99,773.59,56.96,16.8,1.31,0.0
20190714:1010,532.37,674.85,61.27,18.03,1.66,0.0
20190714:1110,334.33,422.53,61.06,18.38,1.72,0.0
20190714:1210,91.33,127.71,56.4,18.76,1.59,0.0
20190714:1310,173.19,223.67,48.87,17.3,2.83,0.0
20190714:1410,223.58,285.06,39.91,15.55,2.76,0.0
20190714:1510,66.99,101.19,30.35,16.15,2.21,0.0
20190714:1610,81.59,114.94,20.73,16.87,2.07,0.0
20190714:1710,44.38,69.69,11.41,16.99,1.66,0.0
20190714:1810,0.0,5.43,2.72,16.0,1.79,0.0
20190714:1910,0.0,0.0,0.0,15.96,2.07,0.0
20190714:2010,0.0,0.0,0.0,15.18,2.28,0.0
20190714:2110,0.0,0.0,0.0,14.51,2.34,0.0
20190714:2210,0.0,0.0,0.0,14.35,2.21,0.0
20190714:2310,0.0,0.0,0.0,13.63,2.28,0.0
20190715:0010,0.0,0.0,0.0,12.93,2.34,0.0
20190715:0110,0.0,0.0,0.0,12.33,2.21,0.0
20190715:0210,0.0,0.0,0.0,11.8,2.07,0.0
20190715:0310,0.0,1.89,3.32,11.08,2.07,0.0
20190715:0410,52.11,77.18,12.09,11.19,1.66,0.0
20190715:0510,291.89,355.52,21.46,13.05,1.45,0.0
20190715:0610,593.49,736.36,31.09,14.69,1.72,0.0
20190715:0710,710.05,901.06,40.61,16.25,2.0,0.0
20190715:0810,742.08,947.47,49.48,17.69,2.48,0.0
20190715:0910,674.22,854.13,56.81,18.59,2.9,0.0
20190715:1010,507.45,636.9,61.12,19.06,3.03,0.0
20190715:1110,397.58,499.94,60.91,19.48,3.03,0.0
20190715:1210,405.45,511.53,56.27,19.64,3.1,0.0
20190715:1310,323.58,416.26,48.77,19.66,3.03,0.0
20190715:1410,161.05,245.44,39.81,19.78,2.83,0.0
20190715:1510,85.22,123.55,30.26,19.86,2.69,0.0
20190715:1610,71.62,104.08,20.64,19.57,2.41,0.0
20190715:1710,38.96,63.35,11.31,18.9,2.0,0.0
20190715:1810,2.22,10.86,2.61,17.77,1.93,0.0
20190715:1910,0.0,0.0,0.0,16.76,1.86,0.0
20190715:2010,0.0,0.0,0.0,15.05,1.86,0.0
20190715:2110,0.0,0.0,0.0,13.64,1.79,0.0
20190715:2210,0.0,0.0,0.0,12.56,1.86,0.0
20190715:2310,0.0,0.0,0.0,11.82,1.86,0.0
20190716:0010,0.0,0.0,0.0,11.34,1.93,0.0
20190716:0110,0.0,0.0,0.0,10.91,2.0,0.0
20190716:0210,0.0,0.0,0.0,10.58,2.07,0.0
20190716:0310,0.0,1.89,3.18,10.57,2.21,0.0
20190716:0410,229.66,279.57,11.95,11.69,2.28,0.0
20190716:0510,468.52,566.89,21.32,14.01,2.41,0.0
20190716:0610,617.37,758.91,30.96,15.42,2.97,0.0
20190716:0710,691.4,861.43,40.47,16.7,3.31,0.0
20190716:0810,664.77,832.79,49.34,18.05,3.45,0.0
20190716:0910,653.55,823.57,56.66,19.31,3.52,0.0
20190716:1010,424.1,530.72,60.96,19.68,3.72,0.0
20190716:1110,463.15,580.04,60.76,19.9,3.86,0.0
20190716:1210,437.55,550.35,56.14,20.2,4.0,0.0
20190716:1310,320.62,413.48,48.65,20.41,4.14,0.0
20190716:1410,158.94,242.65,39.71,20.63,4.21,0.0
